household_key,frequency,recency,T,monetary_value,gasto_esperado,prob_vivo,clv_12m,nivel_valor,estado,segmento
1334,44.0,605.0,619.0,14.0875,14.201953891803905,0.9994030430153339,345.3220790354893,Bajo,Activo,Bajo · Activo
1335,29.0,572.0,594.0,33.14241379310345,33.20262630007665,0.9990038296572217,563.0663004463465,Bajo,Activo,Bajo · Activo
1336,115.0,664.0,667.0,51.95608695652174,51.94305576580894,0.999860297669345,3007.9670984362406,Alto,Activo,Alto · Activo
1337,210.0,602.0,602.0,54.30309523809524,54.29402077624924,0.9999541928289477,6313.920651138562,Alto,Activo,Alto · Activo
1338,141.0,656.0,657.0,12.312127659574468,12.35011773958072,0.9999157279623578,887.972621993959,Medio,Activo,Medio · Activo
1339,5.0,649.0,659.0,76.434,75.32461797322844,0.9982238970752668,244.6020657842779,Bajo,En riesgo,Bajo · En riesgo
1340,53.0,647.0,663.0,9.354716981132075,9.465209418563663,0.9993372668687681,257.7122303230902,Bajo,Activo,Bajo · Activo
1341,12.0,592.0,666.0,33.02333333333333,33.16932734496626,0.9964714565311165,221.6376217257571,Bajo,En riesgo,Bajo · En riesgo
1342,10.0,629.0,662.0,15.003,15.484392760595357,0.9984362232258408,88.79565970550024,Bajo,Activo,Bajo · Activo
1343,10.0,573.0,619.0,26.589,26.873204941472075,0.9979047229849837,164.52221600188292,Bajo,En riesgo,Bajo · En riesgo
1344,26.0,604.0,624.0,98.50269230769231,98.13743233185146,0.9991376078914842,1429.7670539445867,Medio,Activo,Medio · Activo
1345,53.0,687.0,708.0,23.745471698113207,23.809105147776894,0.999100153506793,607.586650568359,Bajo,Activo,Bajo · Activo
1346,66.0,620.0,620.0,17.51287878787879,17.580318718831084,0.9998557370016107,633.5996513121243,Bajo,Activo,Bajo · Activo
1347,108.0,643.0,648.0,30.989074074074075,31.008759375276142,0.999795784191594,1736.2466516198424,Alto,Activo,Alto · Activo
1348,22.0,542.0,627.0,13.515909090909092,13.748386484857479,0.9880656344397521,168.43710162315253,Bajo,En riesgo,Bajo · En riesgo
1349,174.0,669.0,669.0,30.686954022988505,30.699480239322927,0.9999447694711312,2670.7384099083097,Alto,Activo,Alto · Activo
1350,93.0,663.0,665.0,27.59172043010753,27.62088811061317,0.9998639409269722,1301.1917774427748,Medio,Activo,Medio · Activo
1351,80.0,696.0,710.0,7.042624999999999,7.120899961073419,0.9994101279725103,271.1344381418207,Bajo,Activo,Bajo · Activo
1352,118.0,594.0,594.0,44.66220338983051,44.66018966791754,0.9999187779511872,2972.702796217389,Alto,Activo,Alto · Activo
1353,123.0,686.0,694.0,32.31764227642277,32.3330627674964,0.999677139852213,1924.0880340231733,Alto,Activo,Alto · Activo
1354,78.0,635.0,636.0,32.16128205128205,32.18592558950969,0.9998616386500575,1332.578979206854,Medio,Activo,Medio · Activo
1355,10.0,684.0,686.0,49.949,49.83562963897597,0.9990916653160002,276.1361126187968,Bajo,Activo,Bajo · Activo
1356,78.0,693.0,699.0,28.15948717948718,28.19299408834645,0.9997597656151992,1063.6947737548448,Medio,Activo,Medio · Activo
1357,81.0,651.0,652.0,37.57901234567901,37.59118912982713,0.9998664928624671,1576.2040295627892,Medio,Activo,Medio · Activo
1358,107.0,630.0,631.0,22.58046728971963,22.61392064576678,0.9998940068229446,1287.943127438252,Medio,Activo,Medio · Activo
1359,70.0,646.0,650.0,16.716714285714286,16.782274431139104,0.9997898803174581,611.614377405718,Bajo,Activo,Bajo · Activo
1360,22.0,618.0,656.0,28.019090909090906,28.138318433018338,0.9983356916962323,333.1910260752705,Bajo,Activo,Bajo · Activo
1361,10.0,698.0,699.0,58.188,57.93440605518893,0.9991067831012186,315.14496013982455,Bajo,Activo,Bajo · Activo
1362,58.0,587.0,602.0,24.43741379310345,24.4935184887839,0.9992847438346394,800.4367747233603,Medio,Activo,Medio · Activo
1363,49.0,636.0,636.0,81.48693877551021,81.35243720521709,0.9998066845151264,2138.878811144969,Alto,Activo,Alto · Activo
1364,137.0,709.0,710.0,17.91737226277372,17.94939513086883,0.9999151107164523,1162.2220449179551,Medio,Activo,Medio · Activo
1365,6.0,356.0,678.0,15.571666666666667,16.349036941821456,0.867199512069807,51.789610981373386,Bajo,En riesgo,Bajo · En riesgo
1366,214.0,631.0,637.0,19.701869158878505,19.720936473208518,0.9996659695526504,2210.0519623187715,Alto,Activo,Alto · Activo
1367,241.0,686.0,687.0,50.23701244813278,50.232023502432476,0.9999434454001518,5883.096044240736,Alto,Activo,Alto · Activo
1368,31.0,608.0,619.0,88.38096774193548,88.13051147803951,0.9994647566821078,1530.260120523272,Medio,Activo,Medio · Activo
1369,135.0,692.0,692.0,22.643703703703704,22.670146474533446,0.9999289309406789,1483.7078074103406,Medio,Activo,Medio · Activo
1370,81.0,622.0,622.0,104.32444444444445,104.19425373250776,0.9998821275806358,4575.753249209778,Alto,Activo,Alto · Activo
1371,39.0,525.0,705.0,20.96282051282051,21.061494839108665,0.03235639539912747,12.986133230006633,Bajo,En riesgo,Bajo · En riesgo
1372,24.0,639.0,692.0,51.945,51.88299219070606,0.9971570386293417,631.8711006773304,Bajo,En riesgo,Bajo · En riesgo
1373,38.0,649.0,660.0,16.935263157894735,17.05479016696342,0.9995240146806768,338.03394356237084,Bajo,Activo,Bajo · Activo
1374,87.0,636.0,639.0,32.25091954022989,32.27284077402067,0.9998345809597915,1480.6133410200225,Medio,Activo,Medio · Activo
1375,103.0,598.0,599.0,35.273300970873784,35.28675062033658,0.999889674153344,2036.9938957801644,Alto,Activo,Alto · Activo
1376,179.0,608.0,611.0,61.66893854748603,61.65117616029901,0.9998714299672403,6029.546858355805,Alto,Activo,Alto · Activo
1377,33.0,700.0,708.0,22.09,22.2006383482605,0.9995818773674653,358.67270940095995,Bajo,Activo,Bajo · Activo
1378,115.0,672.0,676.0,59.90226086956522,59.877284064082,0.9998354497920595,3421.972360902598,Alto,Activo,Alto · Activo
1379,389.0,631.0,631.0,35.899922879177375,35.90320971497438,0.999975217314452,7361.793270316681,Alto,Activo,Alto · Activo
1380,24.0,670.0,702.0,14.339166666666666,14.546513070035521,0.9987550655137694,174.95674876012845,Bajo,Activo,Bajo · Activo
1381,37.0,588.0,597.0,3.5783783783783787,3.763333287969445,0.9995484477119773,80.2264156143604,Bajo,Activo,Bajo · Activo
1382,110.0,680.0,685.0,27.72036363636364,27.74482850034957,0.9998054115034182,1497.891688260863,Medio,Activo,Medio · Activo
1383,115.0,614.0,624.0,13.304173913043478,13.34924878298452,0.9994702516597145,825.0021500658715,Medio,Activo,Medio · Activo
1384,31.0,606.0,621.0,25.023870967741935,25.125312338529522,0.9993409975002434,434.8323296692217,Bajo,Activo,Bajo · Activo
1385,91.0,632.0,650.0,61.34538461538462,61.311092476454725,0.9986497010285552,2887.7204068606898,Alto,Activo,Alto · Activo
1386,7.0,555.0,603.0,14.282857142857143,14.982963697359388,0.9975940792006698,69.46577461057369,Bajo,En riesgo,Bajo · En riesgo
1387,60.0,667.0,673.0,34.088,34.11447140499147,0.9997275966566438,1033.3209142780343,Medio,Activo,Medio · Activo
1388,128.0,692.0,694.0,54.19765625,54.18291874535752,0.9998917420234072,3354.585887322042,Alto,Activo,Alto · Activo
1389,38.0,588.0,598.0,74.22736842105263,74.08703597120598,0.9995234768942282,1617.7440432283606,Medio,Activo,Medio · Activo
1390,159.0,690.0,696.0,30.514528301886795,30.52842250859637,0.9997626556849519,2335.738456673385,Alto,Activo,Alto · Activo
1391,147.0,682.0,685.0,54.669115646258504,54.65572610027997,0.9998759350894744,3930.5268377602674,Alto,Activo,Alto · Activo
1392,91.0,589.0,639.0,25.192857142857147,25.227220197751837,0.8524455544155057,1031.3792179476477,Medio,En riesgo,Medio · En riesgo
1393,188.0,653.0,656.0,31.635053191489362,31.645775098674157,0.999879794681477,3030.398363476988,Alto,Activo,Alto · Activo
1394,143.0,589.0,593.0,30.674055944055947,30.689309947857655,0.999824600032766,2474.0988542614987,Alto,Activo,Alto · Activo
1395,36.0,630.0,632.0,29.848888888888887,29.913213809468385,0.9997063990805928,587.4337073612107,Bajo,Activo,Bajo · Activo
1396,195.0,562.0,653.0,36.242871794871796,36.24912147373558,5.255646509650253e-09,1.900515962795896e-05,Bajo,En riesgo,Bajo · En riesgo
1397,240.0,609.0,612.0,23.733666666666668,23.747763306925773,0.999871247711464,3102.6352268729324,Alto,Activo,Alto · Activo
1398,19.0,603.0,620.0,20.814736842105265,21.017678169342297,0.9991546835648101,229.6110030916211,Bajo,Activo,Bajo · Activo
1399,32.0,595.0,599.0,31.756875,31.81892932298955,0.999634910288406,588.2574112785637,Bajo,Activo,Bajo · Activo
1400,10.0,591.0,603.0,28.131,28.38896088682957,0.9988979496783316,178.50258365214603,Bajo,Activo,Bajo · Activo
1401,48.0,604.0,632.0,11.873125,11.9860341526775,0.9982153702332361,310.3108927003311,Bajo,En riesgo,Bajo · En riesgo
1402,155.0,648.0,650.0,14.436,14.468192736746717,0.999900426214236,1154.555742839443,Medio,Activo,Medio · Activo
1403,129.0,608.0,636.0,28.44015503875969,28.46005658324997,0.9765759383208009,1889.5058385584412,Alto,En riesgo,Alto · En riesgo
1404,37.0,643.0,650.0,32.295675675675675,32.34687376063136,0.9996168310944077,634.385631260481,Bajo,Activo,Bajo · Activo
1405,50.0,631.0,643.0,49.050399999999996,49.03051390975968,0.9995082235726661,1300.1885684873698,Medio,Activo,Medio · Activo
1406,95.0,634.0,635.0,39.80294736842105,39.80928709773301,0.9998830778904311,2003.9463031636167,Alto,Activo,Alto · Activo
1407,30.0,617.0,623.0,50.675,50.632610194309734,0.9995793852620402,846.8097386618824,Medio,Activo,Medio · Activo
1408,53.0,602.0,622.0,19.177169811320756,19.25567850599023,0.9989708242655511,557.9918402057657,Bajo,Activo,Bajo · Activo
1409,84.0,620.0,625.0,51.38404761904762,51.367393858852694,0.999776674115776,2326.6357208613367,Alto,Activo,Alto · Activo
1410,37.0,657.0,674.0,67.72891891891891,67.61507925489413,0.9993310415195209,1279.291808963801,Medio,Activo,Medio · Activo
1411,4.0,337.0,605.0,19.064999999999998,20.069992288203657,0.9577843733569359,57.48735184948487,Bajo,En riesgo,Bajo · En riesgo
1412,74.0,696.0,702.0,54.15554054054054,54.13017205482322,0.9997560654510652,1931.3191965387625,Alto,Activo,Alto · Activo
1413,25.0,607.0,618.0,13.220799999999999,13.427601755087661,0.9994068934094452,190.35137091490105,Bajo,Activo,Bajo · Activo
1414,14.0,599.0,599.0,19.172142857142855,19.4667440409994,0.999355521019659,166.26608899473842,Bajo,Activo,Bajo · Activo
1415,26.0,632.0,640.0,10.176923076923078,10.395959520691044,0.9994971556703827,147.79419606209495,Bajo,Activo,Bajo · Activo
1416,4.0,646.0,669.0,17.06,18.14817879725804,0.9976661770129615,49.05730090351054,Bajo,En riesgo,Bajo · En riesgo
1417,50.0,636.0,637.0,73.62899999999999,73.52429601306729,0.9997947872965456,1968.3086404902533,Alto,Activo,Alto · Activo
1418,76.0,656.0,660.0,35.81723684210527,35.83421742850174,0.9998004718320129,1394.5318593790528,Medio,Activo,Medio · Activo
1419,387.0,643.0,643.0,19.713488372093025,19.72403067062546,0.9999750895676208,3949.8683592155567,Alto,Activo,Alto · Activo
1420,69.0,607.0,664.0,55.89333333333333,55.86178142440249,0.9349956950198595,1838.3617071659282,Alto,En riesgo,Alto · En riesgo
1421,194.0,697.0,697.0,28.41778350515464,28.43104290060464,0.999950434231577,2646.4884351882174,Alto,Activo,Alto · Activo
1422,10.0,660.0,664.0,41.491,41.52158049122392,0.9990591299494279,237.55007125266846,Bajo,Activo,Bajo · Activo
